>>> bench-local
# Thu, 22 Feb 2018 16:29:54 +0300
# neotest@rio.kirr.nexedi.com (2401:5180:0:2a::1 192.168.0.6)
# Linux rio 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
# cpu: Intel(R) Core(TM) i7-3770S CPU @ 3.10GHz
# cpu[0-7]: freq: intel_pstate/performance [1.60GHz - 3.90GHz]
# cpu[0-7]: idle: intel_idle/menu: POLL(0μs) C1(1μs) C1E(10μs) C3(59μs) C6(80μs)
# cpu: WARNING: frequency not fixed - benchmark timings won't be stable
# cpu: WARNING: C-state exit-latency is max 80μs - up to that can add to networked and IPC request-reply latency
# sda: Samsung SSD 840   rev BB0Q 931.5G
# eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
# eth0: features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# eth0: coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
# eth0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# eth0: WARNING: TSO not enabled - TCP latency with packets > MSS will be poor
# eth0: WARNING: RX coalesce latency is max 200μs - that will add to networked request-reply latency
# eth1: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
# eth1: features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# eth1: coalesce: rxc: 0μs/1f/0μs-irq/0f-irq,  txc: 0μs/1f/0μs-irq/0f-irq
# eth1: down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# eth1: WARNING: TSO not enabled - TCP latency with packets > MSS will be poor
# Python 2.7.14+
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
# neo             : v1.8-1552-g4bcbc04d
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkrio/pystone 1 175562 pystone/s	# POLL·0 C1·9 C1E·7 C3·7 C6·149
Benchmarkrio/pystone 1 185401 pystone/s	# POLL·0 C1·33 C1E·3 C3·6 C6·162
Benchmarkrio/pystone 1 176984 pystone/s	# POLL·0 C1·5 C1E·10 C3·2 C6·178
Benchmarkrio/pystone 1 179955 pystone/s	# POLL·0 C1·8 C1E·6 C3·3 C6·164
Benchmarkrio/pystone 1 182050 pystone/s	# POLL·0 C1·29 C1E·4 C3·4 C6·146
Benchmarkrio/neo/go/sqlite/zhash.go 1 78.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=298.04025ms	# POLL·3 C1·3525 C1E·27736 C3·132 C6·832
Benchmarkrio/neo/go/sqlite/zhash.go 1 77.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=294.544778ms	# POLL·2 C1·3145 C1E·26704 C3·117 C6·842
Benchmarkrio/neo/go/sqlite/zhash.go+prefetch128 1 29.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=112.507018ms	# POLL·37 C1·6635 C1E·4631 C3·49 C6·146
Benchmarkrio/neo/go/sqlite/zhash.go+prefetch128 1 28.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=109.098916ms	# POLL·39 C1·6895 C1E·4439 C3·49 C6·85
Benchmarkrio/neo/go/sqlite/zhash.go+prefetch128 1 28.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=109.576156ms	# POLL·52 C1·7133 C1E·4307 C3·32 C6·126
Benchmarkrio/neo/go/sqlite/zhash.go+prefetch128 1 32.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=121.577278ms	# POLL·34 C1·6485 C1E·5120 C3·39 C6·186
Benchmarkrio/neo/go/sqlite/zhash.go+prefetch128 1 29.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=111.217306ms	# POLL·49 C1·7396 C1E·4526 C3·55 C6·120

# 16 clients in parallel
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 336.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.274810814s
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 336.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.274598596s
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 339.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.287146516s
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 341.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.294218652s
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 341.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.29532606s
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 343.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.299976699s
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 343.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.300509645s
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 347.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.316561213s
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 345.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.310257198s
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 345.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.309185764s
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 346.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.314432957s
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 348.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.320183929s
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 180.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=683.238295ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 180.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=683.699331ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 180.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=684.388538ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 181.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=686.832126ms
# POLL·715 C1·87017 C1E·6409 C3·69 C6·163
2018/02/22 16:40:20 accept tcp 192.168.0.6:5554: use of closed network connection
2018-02-22 16:40:20.5065 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go sqlite (sha1 disabled)
# NEO/go (Sgo): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go 1 78.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=298.732648ms
# POLL·3 C1·4916 C1E·25493 C3·178 C6·1419
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go 1 76.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=290.189964ms
# POLL·1 C1·4879 C1E·23717 C3·160 C6·942
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go 1 80.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=303.282761ms
# POLL·4 C1·6143 C1E·25764 C3·412 C6·1626
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go 1 78.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=297.174541ms
# POLL·2 C1·4806 C1E·25631 C3·112 C6·1448
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go 1 77.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=293.697625ms
# POLL·1 C1·4510 C1E·24764 C3·117 C6·1302
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go+prefetch128 1 31.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=117.868949ms
# POLL·52 C1·6829 C1E·4842 C3·65 C6·189
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go+prefetch128 1 31.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=117.637579ms
# POLL·41 C1·6872 C1E·5335 C3·51 C6·185
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go+prefetch128 1 30.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=116.922115ms
# POLL·38 C1·7941 C1E·4605 C3·37 C6·152
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go+prefetch128 1 30.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=116.996402ms
# POLL·62 C1·7576 C1E·4945 C3·58 C6·139
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go+prefetch128 1 31.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=119.943865ms
# POLL·54 C1·6880 C1E·5508 C3·49 C6·184

# 16 clients in parallel
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 350.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.326518751s
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 351.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.330604197s
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 351.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.332458455s
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 351.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.331136763s
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 350.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.329142265s
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 351.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.330464167s
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 352.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.335299683s
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 355.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.346202362s
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 354.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.343983662s
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 358.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.358480247s
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 355.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.346788527s
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 357.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.355834676s
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 185.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=703.182512ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 185.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=704.320289ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 185.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=703.964189ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 186.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=706.754307ms
# POLL·694 C1·87025 C1E·6657 C3·100 C6·92
2018/02/22 16:40:25 accept tcp 192.168.0.6:5554: use of closed network connection
2018-02-22 16:40:25.8898 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed
